phage_acc,host_acc,host_organism,label,source,confidence,notes
PZ020098.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ020098.1
PZ020098.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ020098.1
PZ020098.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ020098.1
PZ020097.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ020097.1
PZ020097.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ020097.1
PZ020097.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ020097.1
PZ020097.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ020097.1
PX944710.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944710.1
PX944710.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944710.1
PX944710.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944710.1
PZ048998.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ048998.1
PX237226.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX237226.1
NC_101820.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:NC_101820.1
PX091872.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX091872.1
PX441352.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX441352.1
PZ125052.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ125052.1
PZ125052.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ125052.1
PZ125052.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ125052.1
PZ125052.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ125052.1
PZ069137.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ069137.1
PZ069137.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ069137.1
PZ069137.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ069137.1
PZ069137.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PZ069137.1
PX091872.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX091872.1
PX091872.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX091872.1
PX091872.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX091872.1
PX091871.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX091871.1
PX237226.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX237226.1
PX091871.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX091871.1
PX091871.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX091871.1
PX091871.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX091871.1
PX091870.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX091870.1
PX091870.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX091870.1
PX091870.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX091870.1
PX091870.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX091870.1
PX091869.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX091869.1
PX091869.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX091869.1
PX091869.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX091869.1
PX091869.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX091869.1
PX237226.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX237226.1
PX944710.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944710.1
PX944709.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944709.1
PX944709.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944709.1
PX651399.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX651399.1
PX651402.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX651402.1
PX651402.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX651402.1
PX651402.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX651402.1
PX651402.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX651402.1
PX651401.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX651401.1
PX651401.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX651401.1
PX651401.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX651401.1
PX651401.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX651401.1
PX651400.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX651400.1
PX651400.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX651400.1
PX651400.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX651400.1
PX651400.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX651400.1
PX651399.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX651399.1
PX944709.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944709.1
PX651399.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX651399.1
PX651399.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX651399.1
PX943558.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX943558.1
PX943558.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX943558.1
PX943558.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX943558.1
PX943558.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX943558.1
FQ312032.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:FQ312032.1
FQ312032.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:FQ312032.1
FQ312032.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:FQ312032.1
FQ312032.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:FQ312032.1
NC_101820.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:NC_101820.1
NC_101820.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:NC_101820.1
PX651403.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX651403.1
PX651403.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX651403.1
PX651403.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX651403.1
PX651403.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX651403.1
PX944709.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944709.1
PX944708.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944708.1
PX944708.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944708.1
PX944708.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944708.1
PX944708.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944708.1
PX944707.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944707.1
PX944707.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944707.1
PX944707.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944707.1
PX944707.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944707.1
PX944706.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944706.1
PX944706.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944706.1
PX944706.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944706.1
PX944706.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944706.1
PX944705.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944705.1
PX944705.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944705.1
PX944705.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944705.1
PX944705.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944705.1
PX944704.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944704.1
PX944704.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944704.1
PX944704.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944704.1
PX944704.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944704.1
PX944703.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944703.1
PX944703.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944703.1
PX944703.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944703.1
PX944703.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX944703.1
KX356065.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:KX356065.1
KX356064.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:KX356064.1
PX441352.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX441352.1
PX682315.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
PV915871.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915871.1
PV915868.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915868.1
PV915868.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915868.1
PV915868.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915868.1
PV915868.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915868.1
PX682322.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
PX682303.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
MG944231.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
KX241618.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
PX682307.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
PX682330.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
MN047793.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
PX682305.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
PV915871.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915871.1
PX682320.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
PX682327.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
PX682324.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
MZ666965.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
MG944236.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
PX682313.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
PX682318.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
PX682309.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
NC_054459.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
PX682321.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
PX682316.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
ON960072.2,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
PV915871.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915871.1
PV915871.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915871.1
PX682301.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
PV915878.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915878.1
PV915890.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915890.1
PV915890.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915890.1
PV915890.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915890.1
PV915889.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915889.1
PV915889.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915889.1
PV915889.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915889.1
PV915889.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915889.1
PV915887.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915887.1
PV915887.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915887.1
PV915887.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915887.1
PV915887.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915887.1
PV915878.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915878.1
PV915878.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915878.1
PV915872.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915872.1
PV915878.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915878.1
PV915877.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915877.1
PV915877.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915877.1
PV915877.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915877.1
PV915877.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915877.1
PV915874.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915874.1
PV915874.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915874.1
PV915874.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915874.1
PV915874.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915874.1
PV915872.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915872.1
PV915872.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915872.1
PV915872.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Mycobacterium|NCBI:PV915872.1
PX682314.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
MG944235.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
KX356064.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Staphylococcus|NCBI:KX356064.1
NC_055837.1,NZ_CP167225,Xanthomonas campestris pv. vesicatoria,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas campestris pv. campestris
PX682323.1,NZ_CP150119,Xanthomonas oryzae pv. oryzicola,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas oryzae pv. oryzae
NC_055835.1,NZ_CP167225,Xanthomonas campestris pv. vesicatoria,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas campestris pv. campestris
NC_055839.1,NZ_CP167225,Xanthomonas campestris pv. vesicatoria,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas campestris pv. campestris
